latitude,longitude,elevation,time,elevation_diff,distance_diff
63.37242239154875,10.309994956478477,224.60000610351562,2022-02-02 18:19:05+00:00,0.0,2.24
63.37240713648498,10.309972241520882,224.60000610351562,2022-02-02 18:19:06+00:00,0.0,2.04
63.372384421527386,10.309945838525891,225.0,2022-02-02 18:19:07+00:00,0.399993896484375,2.85
63.37236405350268,10.30993259511888,225.1999969482422,2022-02-02 18:19:08+00:00,0.1999969482421875,2.36
63.372349049896,10.309914322569966,225.60000610351562,2022-02-02 18:19:09+00:00,0.4000091552734375,1.9
63.372336979955435,10.309904180467129,226.0,2022-02-02 18:19:10+00:00,0.399993896484375,1.43
63.37232457473874,10.309894792735577,226.39999389648438,2022-02-02 18:19:11+00:00,0.399993896484375,1.46
63.37231216952205,10.309881968423724,226.60000610351562,2022-02-02 18:19:12+00:00,0.20001220703125,1.52
63.372301273047924,10.309871323406696,227.0,2022-02-02 18:19:13+00:00,0.399993896484375,1.32
63.37228442542255,10.3098676353693,227.1999969482422,2022-02-02 18:19:14+00:00,0.1999969482421875,1.88
63.37226967327297,10.309852631762624,227.39999389648438,2022-02-02 18:19:15+00:00,0.1999969482421875,1.8
63.372250478714705,10.309835700318217,227.8000030517578,2022-02-02 18:19:16+00:00,0.4000091552734375,2.3
63.37223430164158,10.309822959825397,228.0,2022-02-02 18:19:17+00:00,0.1999969482421875,1.91
63.37221963331103,10.309812147170305,228.1999969482422,2022-02-02 18:19:18+00:00,0.1999969482421875,1.72
63.37219842709601,10.309802843257785,228.1999969482422,2022-02-02 18:19:19+00:00,0.0,2.4
63.372176215052605,10.309791946783662,228.39999389648438,2022-02-02 18:19:20+00:00,0.1999969482421875,2.53
63.37215090170503,10.309784235432744,228.60000610351562,2022-02-02 18:19:21+00:00,0.20001220703125,2.84
63.37212265469134,10.309780044481158,228.60000610351562,2022-02-02 18:19:22+00:00,0.0,3.15
63.37212265469134,10.309780044481158,229.0,2022-02-02 18:19:23+00:00,0.399993896484375,0.0
63.372080996632576,10.309749031439424,229.0,2022-02-02 18:19:24+00:00,0.0,4.88
63.372056521475315,10.309730675071478,229.1999969482422,2022-02-02 18:19:25+00:00,0.1999969482421875,2.87
63.372034057974815,10.30971516855061,229.1999969482422,2022-02-02 18:19:26+00:00,0.0,2.61
63.372016455978155,10.309687843546271,229.39999389648438,2022-02-02 18:19:27+00:00,0.1999969482421875,2.38
63.37200530804694,10.309661608189344,229.60000610351562,2022-02-02 18:19:28+00:00,0.20001220703125,1.8
63.37200338020921,10.309633612632751,229.8000030517578,2022-02-02 18:19:29+00:00,0.1999969482421875,1.41
63.37201754562557,10.309604275971651,229.8000030517578,2022-02-02 18:19:30+00:00,0.0,2.15
63.37209943681955,10.309601007029414,230.0,2022-02-02 18:19:33+00:00,0.0,3.49
63.37213740684092,10.309610394760966,230.0,2022-02-02 18:19:34+00:00,0.0,4.25
63.372174706310034,10.3096276614815,230.0,2022-02-02 18:19:35+00:00,0.0,4.24
63.372214352712035,10.309646185487509,230.0,2022-02-02 18:19:36+00:00,0.0,4.5
63.3722507301718,10.309665463864803,230.0,2022-02-02 18:19:37+00:00,0.0,4.16
63.37228383868933,10.309687592089176,230.0,2022-02-02 18:19:38+00:00,0.0,3.84
63.372314684093,10.309711312875152,230.0,2022-02-02 18:19:39+00:00,0.0,3.63
63.37234418839216,10.309726819396019,230.0,2022-02-02 18:19:40+00:00,0.0,3.37
63.372372603043914,10.30974693596363,230.0,2022-02-02 18:19:41+00:00,0.0,3.31
63.372402023524046,10.309764873236418,230.0,2022-02-02 18:19:42+00:00,0.0,3.39
63.37243462912738,10.309788594022393,230.0,2022-02-02 18:19:43+00:00,0.0,3.81
63.37247058749199,10.309823378920555,230.0,2022-02-02 18:19:44+00:00,0.0,4.36
63.37251593358815,10.309861516579986,229.8000030517578,2022-02-02 18:19:45+00:00,-0.1999969482421875,5.39
63.37257385253906,10.309906443580985,229.60000610351562,2022-02-02 18:19:46+00:00,-0.1999969482421875,6.82
63.37264643982053,10.309952041134238,228.8000030517578,2022-02-02 18:19:47+00:00,-0.8000030517578125,8.39
63.372738221660256,10.309987915679812,226.60000610351562,2022-02-02 18:19:48+00:00,-2.1999969482421875,10.36
63.372981967404485,10.309986071661115,224.0,2022-02-02 18:19:51+00:00,-0.399993896484375,8.28
63.37305447086692,10.309937205165625,223.1999969482422,2022-02-02 18:19:52+00:00,-0.8000030517578125,8.42
63.373121777549386,10.309884902089834,222.60000610351562,2022-02-02 18:19:53+00:00,-0.5999908447265625,7.93
63.3731849770993,10.309843998402357,222.1999969482422,2022-02-02 18:19:54+00:00,-0.4000091552734375,7.32
63.37325328961015,10.309813655912876,222.0,2022-02-02 18:19:55+00:00,-0.1999969482421875,7.75
63.373327888548374,10.30979328788817,221.8000030517578,2022-02-02 18:19:56+00:00,-0.1999969482421875,8.36
63.373393435031176,10.30978700146079,221.60000610351562,2022-02-02 18:19:57+00:00,-0.1999969482421875,7.3
63.37347423657775,10.309816673398018,221.1999969482422,2022-02-02 18:19:58+00:00,-0.4000091552734375,9.11
63.373574232682586,10.309888841584325,220.60000610351562,2022-02-02 18:19:59+00:00,-0.5999908447265625,11.69
63.37365511804819,10.309976181015372,219.8000030517578,2022-02-02 18:20:00+00:00,-0.8000030517578125,9.99
63.37536854669452,10.309999650344253,203.39999389648438,2022-02-02 18:21:13+00:00,0.1999969482421875,2.89
63.37536854669452,10.309999650344253,203.60000610351562,2022-02-02 18:21:14+00:00,0.20001220703125,0.0
63.37532915174961,10.309925051406026,203.60000610351562,2022-02-02 18:21:15+00:00,0.0,5.75
63.37531984783709,10.309879453852773,203.60000610351562,2022-02-02 18:21:16+00:00,0.0,2.5
63.37531548924744,10.309836119413376,203.8000030517578,2022-02-02 18:21:17+00:00,0.1999969482421875,2.21
63.375311298295856,10.309793455526233,203.8000030517578,2022-02-02 18:21:18+00:00,0.0,2.18
63.37531188502908,10.309746013954282,204.0,2022-02-02 18:21:19+00:00,0.1999969482421875,2.36
63.37531507015228,10.309701506048441,204.39999389648438,2022-02-02 18:21:20+00:00,0.399993896484375,2.25
63.37533074431121,10.309684071689844,204.60000610351562,2022-02-02 18:21:21+00:00,0.20001220703125,1.95
63.37535304017365,10.309686250984669,204.8000030517578,2022-02-02 18:21:22+00:00,0.1999969482421875,2.48
63.37537910789251,10.309684574604034,204.8000030517578,2022-02-02 18:21:23+00:00,0.0,2.9
